ID,datetime,TokenizedText,sentiment,tickers,date,hour,day_of_week,month,year,normalized_text,text_length,word_count,ticker_count
35371,2020-04-13 19:27:49+00:00,"BOOM 💰💰 Come Join US 
$fb $aapl $amzn $nflx $googl $bidu $roku $spy $amd $nvda $tsla $ba $baba $shop For  Daily Powerful Watchlist, Swing &amp; Day Option Trading Alerts  Paypal monthly link in bio, $149.99 DM for biweekly link $84.99 #trading #optionstrader #Money https://t.co/JBhVUeanhi",1.0,"['AAPL', 'AMD', 'AMZN', 'BA', 'FB', 'GOOGL', 'NFLX', 'NVDA', 'PYPL']",2020-04-13,19,0,4,2020,"boom come join us fb aapl amzn nflx googl bidu roku spy amd nvda tsla ba baba shop for daily powerful watchlist, swing amp day option trading alerts paypal monthly link in bio, 149.99 dm for biweekly link 84.99 trading optionstrader money httpst.cojbhvueanhi",258,43,9
34893,2020-04-13 19:54:14+00:00,The web/tech leader companies from the last 5 years leading in the shutdown $AMZN $NFLX is not all that surprising and I'd like to see more broad based strength (25% in 13 days is good I'm not dumb) to recover with. Let's see if they STFR in $SPX into close,1.0,"['AMZN', 'NFLX']",2020-04-13,19,0,4,2020,the webtech leader companies from the last 5 years leading in the shutdown amzn nflx is not all that surprising and i would like to see more broad based strength 25 in 13 days is good i am not dumb to recover with. let is see if they stfr in spx into close,256,53,2
34879,2020-04-13 19:55:08+00:00,"We're still looking for someone else who can beat our performances!
Try free for 7 days https://t.co/7sAfbFrPQS
$BLK
Signal: ** BUY **
Since: 2020-04-06 
Our performance: % 4.87
https://t.co/wFFAizyE5U
#trading
#stocks
#stockstowatch
#stockstotrade
$SPX https://t.co/YAiAmYXJPb",1.0,['BLK'],2020-04-13,19,0,4,2020,we are still looking for someone else who can beat our performances! try free for 7 days httpst.co7safbfrpqs blk signal buy since 2020-04-06 our performance 4.87 httpst.cowffaizye5u trading stocks stockstowatch stockstotrade spx httpst.coyaiamyxjpb,248,33,1
34481,2020-04-13 20:18:54+00:00,$RCL lost over 16% and is Monday's worst performing $SPX #stock; $NCLH lost over 12% and $HOG lost over 9% while $TDG $CAT $GPS $SIVB $UAL and $LB all closed down over 8% on the day #trading,-1.0,"['CAT', 'GPS', 'HOG', 'LB', 'NCLH', 'RCL', 'SIVB', 'TDG', 'UAL']",2020-04-13,20,0,4,2020,rcl lost over 16 and is monday is worst performing spx stock nclh lost over 12 and hog lost over 9 while tdg cat gps sivb ual and lb all closed down over 8 on the day trading,174,38,9
33990,2020-04-13 21:00:53+00:00,Don't miss our next FREE OPTION TRADE.  Sign up for our Daily Free Trades at https://t.co/Jygh6huARA $NVDA $TSLA $GS $REGN $BAC $GOOGL $FB,1.0,"['BAC', 'FB', 'GOOGL', 'GS', 'NVDA', 'REGN']",2020-04-13,21,0,4,2020,do not miss our next free option trade. sign up for our daily free trades at httpst.cojygh6huara nvda tsla gs regn bac googl fb,127,24,6
62578,2020-04-14 01:34:20+00:00,Hopefully some of you has this on your watch list. $NFLX $AMZN https://t.co/UFC4kSIWj0,1.0,"['AMZN', 'NFLX']",2020-04-14,1,1,4,2020,hopefully some of you has this on your watch list. nflx amzn httpst.coufc4ksiwj0,80,13,2
61748,2020-04-14 04:08:02+00:00,@bgrahamdisciple I’m sure $amzn stopped paying rent when ever things got tight.,-1.0,['AMZN'],2020-04-14,4,1,4,2020,bgrahamdisciple im sure amzn stopped paying rent when ever things got tight.,76,12,1
60619,2020-04-14 08:17:25+00:00,Pfizer $PFE Rating Lowered to Hold at Zacks Investment Research https://t.co/pcY3cGNjz2,-1.0,['PFE'],2020-04-14,8,1,4,2020,pfizer pfe rating lowered to hold at zacks investment research httpst.copcy3cgnjz2,82,11,1
59160,2020-04-14 11:22:42+00:00,"#20Kto100KChallenge in 6 months

It’s the last week to get into the challenge.

Mostly spreads (debit/credit) and swing single legs options.

$499 to get in or subs to Full Member access $199/months.

https://t.co/rx8lGRGBgh - $SPY $AMZN $NFLX $JPM $JNJ $FB $BTC",1.0,"['AMZN', 'FB', 'JNJ', 'JPM', 'NFLX']",2020-04-14,11,1,4,2020,20kto100kchallenge in 6 months its the last week to get into the challenge. mostly spreads debitcredit and swing single legs options. 499 to get in or subs to full member access 199months. httpst.corx8lgrgbgh - spy amzn nflx jpm jnj fb btc,239,41,5
57090,2020-04-14 13:15:40+00:00,"PayPal, Intuit, Square Get Approval To Give Loans To Small Businesses As Part Of $2T Federal Coronavirus Relief Package $INTU $PYPL $SQ Also $AMZN $FB https://t.co/JdPauIit2T",1.0,"['AMZN', 'FB', 'INTU', 'PYPL']",2020-04-14,13,1,4,2020,"paypal, intuit, square get approval to give loans to small businesses as part of 2t federal coronavirus relief package intu pypl sq also amzn fb httpst.cojdpauiit2t",164,26,4
56738,2020-04-14 13:32:26+00:00,$AMZN record high,1.0,['AMZN'],2020-04-14,13,1,4,2020,amzn record high,16,3,1
55507,2020-04-14 14:15:05+00:00,Huge variation: The Goodyear Tire &amp; Rubber Comp $GT 28.58 up 4.12% 4:00pm https://t.co/Pa7hlovGSJ  #stocks,1.0,['GT'],2020-04-14,14,1,4,2020,huge variation the goodyear tire amp rubber comp gt 28.58 up 4.12 400pm httpst.copa7hlovgsj stocks,98,15,1
54107,2020-04-14 15:07:47+00:00,hold my balls while i buy some $amzn,1.0,['AMZN'],2020-04-14,15,1,4,2020,hold my balls while i buy some amzn,35,8,1
52762,2020-04-14 16:19:03+00:00,"$spy $gspc $aapl $nflx $goog $tsla Financial stocks reverse course, as J.P. Morgan and Wells Fargo shares swing to losses  https://t.co/6NRdAue7ZU",-1.0,"['AAPL', 'GOOG', 'NFLX', 'WFC']",2020-04-14,16,1,4,2020,"spy gspc aapl nflx goog tsla financial stocks reverse course, as j.p. morgan and wells fargo shares swing to losses httpst.co6nrdaue7zu",135,21,4
51797,2020-04-14 17:07:34+00:00,"RT @Investingcom: BREAKING:

*AMAZON SURGES TO NEW ALL-TIME HIGH ABOVE $2,270 AS #CORONAVIRUS LOCKDOWN BOOSTS DEMAND 

$AMZN https://t.co/O…",-1.0,"['ALL', 'AMZN']",2020-04-14,17,1,4,2020,"rt investingcom breaking amazon surges to new all-time high above 2,270 as coronavirus lockdown boosts demand amzn httpst.coo",125,18,2
50825,2020-04-14 18:00:04+00:00,"RT @NorthmanTrader: Goldman also says the lows are in and have a $SPX 3,000 target.",-1.0,['TGT'],2020-04-14,18,1,4,2020,"rt northmantrader goldman also says the lows are in and have a spx 3,000 target.",80,15,1
46733,2020-04-14 21:43:59+00:00,"$AMZN

Talk about strength.. I’m glad most Large Cap ETFs in my IRA’s are loaded up. https://t.co/1MnZr40iM3",1.0,['AMZN'],2020-04-14,21,1,4,2020,amzn talk about strength.. im glad most large cap etfs in my iras are loaded up. httpst.co1mnzr40im3,100,17,1
46173,2020-04-14 22:32:54+00:00,"RT @realJosephRich: If you're buying based on ""virus optimism"", I'm sorry, you're an idiot. 

$JPM missed earnings by over 50% (0.78 vs 1.8…",-1.0,['JPM'],2020-04-14,22,1,4,2020,"rt realjosephrich if you are buying based on virus optimism, i am sorry, you are an idiot. jpm missed earnings by over 50 0.78 vs 1.8",133,26,1
77296,2020-04-15 01:31:38+00:00,"More Retail fall-out. $V $MC =&gt; J.C. Penney explores bankruptcy as hopes for recovery fade, sources say https://t.co/WpZADdoMuc",1.0,['V'],2020-04-15,1,2,4,2020,"more retail fall-out. v mc gt j.c. penney explores bankruptcy as hopes for recovery fade, sources say httpst.cowpzaddomuc",121,18,1
74333,2020-04-15 09:40:06+00:00,"8911.....IT IS THE BEST TIME TO COVER YOUR SHORTS

#banknifty #trading #stocks #stockmarket #news #gold #silver #coronavirus 
#Nifty #equity 
#portfolio #markets #research #results #daytrading #finance #investments #intraday #India #stockstowatch
#StocksToTrade https://t.co/VjBrk7ugr0",1.0,['IT'],2020-04-15,9,2,4,2020,8911.....it is the best time to cover your shorts banknifty trading stocks stockmarket news gold silver coronavirus nifty equity portfolio markets research results daytrading finance investments intraday india stockstowatch stockstotrade httpst.covjbrk7ugr0,257,31,1
73134,2020-04-15 11:48:14+00:00,"Q1 2020 EPS Estimates for Merck &amp; Co., Inc. $MRK Lowered by SVB Leerink  https://t.co/vi2fdhysb8",-1.0,['MRK'],2020-04-15,11,2,4,2020,"q1 2020 eps estimates for merck amp co., inc. mrk lowered by svb leerink httpst.covi2fdhysb8",92,15,1
71099,2020-04-15 13:49:55+00:00,"$WMT tends to act quite strong during recessions...

Something to keep in mind for the ppl pointing to $AMZN as a reason to be bullish on the economy...

Despite its worthless industry classification, most don't use it as a 'discretionary'... It's $WMT online...",1.0,"['AMZN', 'PPL', 'WMT']",2020-04-15,13,2,4,2020,"wmt tends to act quite strong during recessions... something to keep in mind for the ppl pointing to amzn as a reason to be bullish on the economy... despite its worthless industry classification, most do not use it as a wouldiscretionary... it is wmt online...",261,45,3
64854,2020-04-15 20:36:03+00:00,"$JNJ, $PG, &amp; now $COST.

Strong companies continuing to increase their dividends during all of this.

Awesome!",1.0,"['COST', 'JNJ', 'PG']",2020-04-15,20,2,4,2020,"jnj, pg, amp now cost. strong companies continuing to increase their dividends during all of this. awesome!",107,17,3
63590,2020-04-15 22:56:19+00:00,RT @raymond10mm: #down day again $spx $es_f $AAPL #daytrading #investing #futures $spy $nasdaq $zb_f $nq_f $cl_f $GC_f $XOM $ibm $amzn $goo…,-1.0,"['AAPL', 'AMZN', 'CL', 'ES', 'IBM', 'XOM']",2020-04-15,22,2,4,2020,rt raymond10mm down day again spx es_f aapl daytrading investing futures spy nasdaq zb_f nq_f cl_f gc_f xom ibm amzn goo,120,21,6
63563,2020-04-15 23:00:07+00:00,"$JPM $C $FISV $WFC:

Stimulus Payments Slow Down Online Banking:

https://t.co/8bsaP4P9C2",-1.0,"['C', 'FISV', 'JPM', 'WFC']",2020-04-15,23,2,4,2020,jpm c fisv wfc stimulus payments slow down online banking httpst.co8bsap4p9c2,77,11,4
88463,2020-04-16 13:03:24+00:00,"$UNH
UnitedHealth Group
Target Raised byCowen$281.68$320.00 ➝ $340.00Positive ➝ Outperform",1.0,"['TGT', 'UNH']",2020-04-16,13,3,4,2020,unh unitedhealth group target raised bycowen281.68320.00 340.00positive outperform,82,8,2
88384,2020-04-16 13:07:02+00:00,"Trump Was Behind On Jobs Goals Before The Virus Leading Me To Wonder If He's Behind The Virus.
$aapl $amzn $agn $brk $bhc $ba $cat $f $ge $gm $hlf $iep $crm $cmg $googl $jnj $wfc $bac $ms $gs $jpm $c $cs $msft $nflx $fb $tst $qsr $hd $tsla $ko $ibm $pep $mnst $cat $unh  $pfe $cpe https://t.co/J0B4ajXo61 https://t.co/ias9PCpcfc",1.0,"['AAPL', 'AGN', 'AMZN', 'BA', 'BAC', 'C', 'CAT', 'CMG', 'CRM', 'F', 'FB', 'GE', 'GM', 'GOOGL', 'GS', 'HD', 'IBM', 'JNJ', 'JPM', 'KO', 'MNST', 'MS', 'MSFT', 'NFLX', 'PEP', 'PFE', 'UNH', 'WFC']",2020-04-16,13,3,4,2020,trump was behind on jobs goals before the virus leading me to wonder if he is behind the virus. aapl amzn agn brk bhc ba cat f ge gm hlf iep crm cmg googl jnj wfc bac ms gs jpm c cs msft nflx fb tst qsr hd tsla ko ibm pep mnst cat unh pfe cpe httpst.coj0b4ajxo61 httpst.coias9pcpcfc,282,59,28
85739,2020-04-16 15:17:17+00:00,$SPY ES futures hourly is an interesting watch! Nice potential breakout to the upside to drive the market higher imminent 👀 $QQQ $SPX $DJIA https://t.co/G4v3jObMUC,1.0,['ES'],2020-04-16,15,3,4,2020,spy es futures hourly is an interesting watch! nice potential breakout to the upside to drive the market higher imminent qqq spx djia httpst.cog4v3jobmuc,153,24,1
84221,2020-04-16 16:30:52+00:00,"Went through $JPM $GS $WFC $BAC earnings transcripts, it seems like consumer side loans are pretty shaky. In terms of tier 1 ratio, $PNC and $BAC are a bit low.",1.0,"['BAC', 'GS', 'JPM', 'PNC', 'WFC']",2020-04-16,16,3,4,2020,"went through jpm gs wfc bac earnings transcripts, it seems like consumer side loans are pretty shaky. in terms of tier 1 ratio, pnc and bac are a bit low.",154,30,5
80577,2020-04-16 20:45:19+00:00,"@NorthmanTrader @JeffBezos He going for a trillion $ when $AMZN hits $20,000 a share",1.0,['AMZN'],2020-04-16,20,3,4,2020,"northmantrader jeffbezos he going for a trillion when amzn hits 20,000 a share",78,13,1
79031,2020-04-16 22:38:28+00:00,The best thing abo it the stock market is prices rise and fall when the retail investor can’t touch it...GILD and Moderna will be priced in before premarket and the big boys got their share $SPX $SPY #DowJones,1.0,['GILD'],2020-04-16,22,3,4,2020,the best thing abo it the stock market is prices rise and fall when the retail investor cant touch it...gild and moderna will be priced in before premarket and the big boys got their share spx spy dowjones,205,38,1
108690,2020-04-17 00:09:06+00:00,RT @realwillmeade: Netflix $NFLX now has a bigger market cap than Disney $DIS but if 29 states open up on May1st and sports are back on ($D…,1.0,"['D', 'DIS', 'NFLX']",2020-04-17,0,4,4,2020,rt realwillmeade netflix nflx now has a bigger market cap than disney dis but if 29 states open up on may1st and sports are back on d,133,27,3
107202,2020-04-17 03:15:52+00:00,RT @NorthmanTrader: Since @JeffBezos &amp; $AMZN are making a killing due to their entire retail competition being forced to shut down perhaps…,-1.0,['AMZN'],2020-04-17,3,4,4,2020,rt northmantrader since jeffbezos amp amzn are making a killing due to their entire retail competition being forced to shut down perhaps,136,22,1
106588,2020-04-17 05:01:47+00:00,RT @NorthmanTrader: Since @JeffBezos &amp; $AMZN are making a killing due to their entire retail competition being forced to shut down perhaps…,-1.0,['AMZN'],2020-04-17,5,4,4,2020,rt northmantrader since jeffbezos amp amzn are making a killing due to their entire retail competition being forced to shut down perhaps,136,22,1
100306,2020-04-17 14:54:41+00:00,"Why Amazon is thriving when retail sector takes a severe beating from Covid-19...
https://t.co/GzEIw6uTWS
#retail #Walmart #Amazon $WMT $AMZN $TGT $DG $M #Macy's #Dollar #General #Coronavirus #Covid-19 #Pandemic #shutdown #epidemic https://t.co/8b0fIxe4GC",-1.0,"['AMZN', 'DG', 'M', 'TGT', 'WMT']",2020-04-17,14,4,4,2020,why amazon is thriving when retail sector takes a severe beating from covid-19... httpst.cogzeiw6utws retail walmart amazon wmt amzn tgt dg m macy is dollar general coronavirus covid-19 pandemic shutdown epidemic httpst.co8b0fixe4gc,232,32,5
100174,2020-04-17 15:01:31+00:00,RT @ShockExchange: Ignore Joe Burrow. #Opioid Deal Makes Teva's Kare Schultz The Goat https://t.co/svwQeUe70R $TEVA $MNK $ENDP $JNJ #opioid…,-1.0,"['ENDP', 'JNJ', 'MNK']",2020-04-17,15,4,4,2020,rt shockexchange ignore joe burrow. opioid deal makes teva is kare schultz the goat httpst.cosvwqeue70r teva mnk endp jnj opioid,128,20,3
99632,2020-04-17 15:28:24+00:00,"Talk about a last minute win! 3,000% win overnight!!! Go $GILD, let’s close over $85! #stocks #options #gilead https://t.co/GboCMBfVh1",1.0,['GILD'],2020-04-17,15,4,4,2020,"talk about a last minute win! 3,000 win overnight!!! go gild, lets close over 85! stocks options gilead httpst.cogbocmbfvh1",123,19,1
99399,2020-04-17 15:42:26+00:00,"ConocoPhillips $COP = 200,000 boepd
+ Chevron $CVX = 125,000 bpd
+ Occidental $OXY = 85,000 boepd
+ Apache $APA said would cut Permian rig counts to zero
+ Continental $CLR said would reduce production for April and May by 30% https://t.co/pMMSxigjSA",-1.0,"['APA', 'COP', 'CVX', 'OXY']",2020-04-17,15,4,4,2020,"conocophillips cop 200,000 boepd chevron cvx 125,000 bpd occidental oxy 85,000 boepd apache apa said would cut permian rig counts to zero continental clr said would reduce production for april and may by 30 httpst.copmmsxigjsa",226,35,4
99211,2020-04-17 15:49:39+00:00,"Amazon Cuts Commission Rates for Advertising Affiliates @themotleyfool #stocks $AMZN 

READ MORE: https://t.co/ydt4QcbkcQ

#AdBuy #adsense #advertisement #advertising #ProductPlacement #Promotion #Traffic~",-1.0,['AMZN'],2020-04-17,15,4,4,2020,amazon cuts commission rates for advertising affiliates themotleyfool stocks amzn read more httpst.coydt4qcbkcq adbuy adsense advertisement advertising productplacement promotion traffic,186,20,1
97917,2020-04-17 17:06:01+00:00,"$ge brings good things to living, brings good things to life...this has to have some big news on horizon  $spy $spx $es_f #sp500 #es_f #spx  .....  $uvxy $tvix $vix https://t.co/Pv0bomZryz",1.0,"['ES', 'GE']",2020-04-17,17,4,4,2020,"ge brings good things to living, brings good things to life...this has to have some big news on horizon spy spx es_f sp500 es_f spx ..... uvxy tvix vix httpst.copv0bomzryz",171,30,2
96872,2020-04-17 18:27:34+00:00,RT @BravoLima78: Great lotto Friday today. @psk2329 was money on his $AAPL &amp; $AMZN puts. Also got in some $NVDA &amp; $NFLX for a nice end to a…,1.0,"['AAPL', 'AMZN', 'NFLX', 'NVDA']",2020-04-17,18,4,4,2020,rt bravolima78 great lotto friday today. psk2329 was money on his aapl amp amzn puts. also got in some nvda amp nflx for a nice end to a,136,28,4
96371,2020-04-17 19:07:37+00:00,"$VZ $ZM $SPY $DIA 
https://t.co/MWvubLuMMT

Verizon pays under $500 Million for Zoom rival called “BlueJeans”... 

Will be interesting what $VZ decides to do with it. Trouble on the way for $ZM",1.0,['VZ'],2020-04-17,19,4,4,2020,vz zm spy dia httpst.comwvublummt verizon pays under 500 million for zoom rival called bluejeans... will be interesting what vz decides to do with it. trouble on the way for zm,176,31,1
96211,2020-04-17 19:19:03+00:00,Alcoa $AA PT Lowered to $14.00 at JPMorgan Chase &amp; Co. https://t.co/gVyp4WTFK4 #stocks,-1.0,"['AA', 'JPM']",2020-04-17,19,4,4,2020,alcoa aa pt lowered to 14.00 at jpmorgan chase amp co. httpst.cogvyp4wtfk4 stocks,81,13,2
94997,2020-04-17 20:45:54+00:00,"I think my wife qualifies for a job at Fed as she’s been buying tons of crap since Covid-19 stopped the economy 

$SPX $ES_F $SPY",-1.0,['ES'],2020-04-17,20,4,4,2020,i think my wife qualifies for a job at fed as shes been buying tons of crap since covid-19 stopped the economy spx es_f spy,123,25,1
93536,2020-04-17 23:17:32+00:00,RT @jenny_hegel: Find great deals on Sale Electronics at Kohl's today!  #tech #technology #facebook #stocks #apple #company #business #game…,1.0,"['AAPL', 'FB', 'KSS']",2020-04-17,23,4,4,2020,rt jenny_hegel find great deals on sale electronics at kohl is today! tech technology facebook stocks apple company business game,129,20,3
114975,2020-04-18 05:07:31+00:00,"@dalminium @Skelrad @KeithMcCullough I am not a trader but when I saw $sfm for a long looked into that and will be holding that one for a while, nice to see $JPM target raised this afternoon.
https://t.co/ThZElK1bWd",1.0,"['JPM', 'TGT']",2020-04-18,5,5,4,2020,"dalminium skelrad keithmccullough i am not a trader but when i saw sfm for a long looked into that and will be holding that one for a while, nice to see jpm target raised this afternoon. httpst.cothzelk1bwd",206,37,2
113911,2020-04-18 09:58:42+00:00,"RT @ToneVays: With only 1 hour to go, $SPX is on a Trifecta of a Rejection.
1. Perfected to TD Sell (Also many stocks like $AAPL, $GOOG, $F…",-1.0,"['AAPL', 'F', 'GOOG']",2020-04-18,9,5,4,2020,"rt tonevays with only 1 hour to go, spx is on a trifecta of a rejection. 1. perfected to td sell also many stocks like aapl, goog, f",132,28,3
113312,2020-04-18 12:25:03+00:00,"There are no free lunches 
Oil $50 #HOLD $2,000 in weeks #bullish $UCO $JNUG $NUGT taking off soon exponential upside
#Coronavirus the moment for #helicoptermoney https://t.co/OvtQRE3qXf $JNUG $NUGT $UCO $ERX $OIL $EWJ $EWG $EWL $EWP $EWN $GDX $MS $SAN $JPM $GDXJ #HelicopterMoney",-1.0,"['JPM', 'MS']",2020-04-18,12,5,4,2020,"there are no free lunches oil 50 hold 2,000 in weeks bullish uco jnug nugt taking off soon exponential upside coronavirus the moment for helicoptermoney httpst.coovtqre3qxf jnug nugt uco erx oil ewj ewg ewl ewp ewn gdx ms san jpm gdxj helicoptermoney",250,42,2
112361,2020-04-18 15:00:57+00:00,Next week buy $GILD $TMUS $ZOOM $HD $BYND $WEN $XRP $CIM $F $BAC,1.0,"['BAC', 'F', 'GILD', 'HD', 'TMUS']",2020-04-18,15,5,4,2020,next week buy gild tmus zoom hd bynd wen xrp cim f bac,54,13,5
123557,2020-04-19 01:25:08+00:00,RT @KimbleCharting: JP Morgan bulls and shareholders hope this isn't a kiss good-bye at dual resistance! $JPM $SPX $BKX $XLF https://t.co/4…,1.0,['JPM'],2020-04-19,1,6,4,2020,rt kimblecharting jp morgan bulls and shareholders hope this is not a kiss good-bye at dual resistance! jpm spx bkx xlf httpst.co4,130,22,1
122760,2020-04-19 04:54:25+00:00,"$BLPH jumped 430% on Friday. The next stock we see that might have triple-digit potential is $NOVN

$AYTU $INO $OPK $IBIO $NNVC $MRNA $GILD $AMRN

#stocks #biotech #coronavirus #covid19 #pennystocks #news #novn #blph https://t.co/FevkshNiqP",1.0,['GILD'],2020-04-19,4,6,4,2020,blph jumped 430 on friday. the next stock we see that might have triple-digit potential is novn aytu ino opk ibio nnvc mrna gild amrn stocks biotech coronavirus covid19 pennystocks news novn blph httpst.cofevkshniqp,215,34,1
121073,2020-04-19 12:41:05+00:00,"High Risk $ABBV Walks Away From #Allergan 

$aapl $amzn $agn $brk $bhc $ba $cat $ge $gm $hlf $iep $crm $cmg $googl $jnj $wfc $bac $ms $gs $jpm $c $cs $msft $nflx $fb $tst $qsr $hd $tsla $ko $ibm $pep $mnst $abbv $pfe https://t.co/AmOkTdTVFQ",-1.0,"['AAPL', 'ABBV', 'AGN', 'AMZN', 'BA', 'BAC', 'C', 'CAT', 'CMG', 'CRM', 'FB', 'GE', 'GM', 'GOOGL', 'GS', 'HD', 'IBM', 'JNJ', 'JPM', 'KO', 'MNST', 'MS', 'MSFT', 'NFLX', 'PEP', 'PFE', 'WFC']",2020-04-19,12,6,4,2020,high risk abbv walks away from allergan aapl amzn agn brk bhc ba cat ge gm hlf iep crm cmg googl jnj wfc bac ms gs jpm c cs msft nflx fb tst qsr hd tsla ko ibm pep mnst abbv pfe httpst.coamoktdtvfq,197,43,27
